icsad_ID,hyperlink,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
758,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-250-02,9/7/2017,No Updates,2017,ICSA-17-250-02,"PHOENIX CONTACT, Innominate Security Technologies mGuard Firmware","PHOENIX CONTACT, Innominate Security Technologies",mGuard Firmware,The following versions of mGuard firmware versions 8.0.0 to 8.5.1 - running on these mGuard Network Security Appliances are affected: FL MGUARD RS4000 TX/TX VPN | FL MGUARD GT/GT | FL MGUARD GT/GT VPN | FL MGUARD RS4000 TX/TX | FL MGUARD SMART2 VPN | FL MGUARD SMART2 | FL MGUARD RS2000 TX/TX VPN | FL MGUARD DELTA TX/TX | FL MGUARD DELTA TX/TX VPN | FL MGUARD PCI4000 | FL MGUARD PCI4000 VPN | FL MGUARD PCIE4000 VPN | FL MGUARD RS2005 TX VPN | FL MGUARD RS4004 TX/DTX | FL MGUARD RS4004 TX/DTX VPN | FL MGUARD RS4000 TX/TX-P | FL MGUARD RS4000 TX/TX VPN-M | FL MGUARD CENTERPORT | FL MGUARD RS | FL MGUARD RS VPN ANALOG | TC MGUARD RS2000 3G VPN | TC MGUARD RS4000 3G VPN | TC MGUARD RS2000 4G VPN and TC MGUARD RS4000 4G VPN.,CVE-2013-6466; CVE-2013-6466,7.5,High,CWE-476,Communications; Critical Manufacturing; Information Technology,Worldwide,Germany
757,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-250-01,9/7/2017,9/8/2017,2017,ICSMA-17-250-01,"i-SENS, Inc. SmartLog Diabetes Management Software",I-SENS Inc.,SmartLog Diabetes Management Software,The following SmartLog Diabetes Management Software versions are affected: SmartLog Diabetes Management Software | Version 2.4.0 and prior versions.,CVE-2017-13993,7.3,High,CWE-428,Healthcare and Public Health,Chile China Germany India South Korea Korea Peru United States,South Korea
756,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-250-02A,9/7/2017,12/12/2017,2017,ICSMA-17-250-02A,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),Smiths Medical,Medfusion 4000 Wireless Syringe Infusion Pump,The following Medfusion 4000 Wireless Syringe Infusion Pump versions are affected: Medfusion 4000 Wireless Syringe Infusion Pump | Version 1.1 | Medfusion 4000 Wireless Syringe Infusion Pump | Version 1.5 and Medfusion 4000 Wireless Syringe Infusion Pump | Version 1.6.,CVE-2017-12718; CVE-2017-12722; CVE-2017-12725; CVE-2017-12720; CVE-2017-12724; CVE-2017-12726; CVE-2017-12721; CVE-2017-12723,7,High,CWE-120; CWE-125; CWE-798; CWE-284; CWE-259; CWE-295; CWE-260,Healthcare and Public Health,United Kingdom United States,United States
755,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-243-03,8/31/2017,9/11/2017,2017,ICSA-17-243-03,Siemens 7KM PAC Switched Ethernet,Siemens,7KM PAC Switched Ethernet,Siemens reports that the vulnerability affects the following 7KM PAC Switched Ethernet PROFINET expansion modules: 7KM PAC Switched Ethernet PROFINET expansion module: All versions prior to V2.1.3,CVE-2017-9945,4.3,Medium,CWE-400,Energy,Worldwide,Germany
754,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-243-04,8/31/2017,No Updates,2017,ICSA-17-243-04,OPW Fuel Management Systems SiteSentinel Integra and SiteSentinel iSite,OPW Fuel Management Systems,SiteSentinel Integra and SiteSentinel iSite,ProductsOPW Fuel Management Systems (OPW) reports that the vulnerabilities affect SiteSentinel Integra 100 | SiteSentinel Integra 500 and SiteSentinel iSite ATG consoles with the following software versions: Older than V175 | V175-V189 | V191-V195 and V16Q3.1.,CVE-2017-12733; CVE-2017-12731,9.8,Critical,CWE-89; CWE-306,Energy Transportation,Worldwide,United States
753,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-243-05,8/31/2017,9/5/2017,2017,ICSA-17-243-05,Moxa SoftCMS Live Viewer,Moxa,SoftCMS Live Viewer,The following versions of SoftCMS Live Viewer - video surveillance software designed for industrial automation systems are affected: SoftCMS Live Viewer | Version 1.6 and prior versions.,CVE-2017-12729,9.8,Critical,CWE-89,Critical Manufacturing; Energy; Transportation,Worldwide,Taiwan
752,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-150-01,8/31/2017,No Updates,2017,ICSA-17-150-01,"Automated Logic Corporation ALC WebCTRL, Liebert SiteScan, Carrier i-VU",Automated Logic Corporation,"ALC WebCTRL, Liebert SiteScan, Carrier i-VU",The following ALC web-based building automation applications are affected: Liebert SiteScan Web Version 6.5 and prior; ALC WebCTRL Version 6.5 and prior; andCarrier i-Vu Version 6.5 and prior.,CVE-2016-5795,6.5,Medium,CWE-611,Commercial Facilities,Worldwide,United States
751,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-241-01,8/29/2017,4/16/2018,2017,ICSMA-17-241-01,"Abbott Laboratories’ Accent/Anthem, Accent MRI, Assurity/Allure, and Assurity MRI Pacemaker Vulnerabilities",Abbott Laboratories,"Accent/Anthem, Accent MRI, Assurity/Allure, and Assurity MRI Pacemaker","The following pacemakers manufactured prior to August 28, 2017, are affected:Accent/Anthem | Accent MRI | Assurity | Allure and Assurity MRI.",CVE-2017-12712; CVE-2017-12714; CVE-2017-12716,5.3,Medium,CWE-287; CWE-920; CWE-311,Healthcare and Public Health,United States,United States
750,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-241-01,8/29/2017,No Updates,2017,ICSA-17-241-01,AzeoTech DAQFactory,AzeoTech,DAQFactory,AzeoTech reports that the vulnerabilities affect the following versions of DAQFactory HMI: DAQFactory versions prior to 17.1.,CVE-2017-12699; CVE-2017-5147,7.1,High,CWE-276; CWE-427,Energy,United States Europe,United States
749,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-241-02,8/29/2017,No Updates,2017,ICSA-17-241-02,Advantech WebAccess,Advantech,WebAccess,The following versions of WebAccess an HMI platform are affected: WebAccess versions prior to V8.2_20170817.,CVE-2017-12710; CVE-2017-12708; CVE-2017-12706; CVE-2017-12704; CVE-2017-12702; CVE-2017-12698; CVE-2017-12713; CVE-2017-12711; CVE-2017-12717,7.8,High,CWE-89; CWE-119; CWE-121; CWE-122; CWE-134; CWE-287; CWE-732; CWE-266; CWE-427,Critical Manufacturing; Energy; Water and Wastewater,Taiwan United States Asia East Asia Europe,Taiwan
748,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-236-01,8/24/2017,8/28/2017,2017,ICSA-17-236-01,"Westermo MRD-305-DIN, MRD-315, MRD-355, and MRD-455",Westermo,"MRD-305-DIN, MRD-315, MRD-355, and MRD-455",The following Westermo router models and firmware versions are affected: MRD-305-DIN versions older than 1.7.5.0 and MRD-315 | MRD-355 | MRD-455 versions older than 1.7.5.0,CVE-2017-12703; CVE-2017-12709; CVE-2016-5816,10,Critical,CWE-352; CWE-798; CWE-321,Commercial Facilities; Critical Manufacturing; Energy,Worldwide,Sweden
747,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-208-04,8/24/2017,8/28/2017,2017,ICSA-17-208-04,Rockwell Automation Allen-Bradley Stratix and ArmorStratix,Rockwell Automation,Allen-Bradley Stratix and ArmorStratix,The following versions of Allen-Bradley Stratix and ArmorStratix switches are affected: All Versions 15.2(5)EA.fc4 and earlierAllen-Bradley Stratix 5400 Industrial Ethernet SwitchesAllen-Bradley Stratix 5410 Industrial Distribution SwitchesAllen-Bradley Stratix 5700 and ArmorStratix™ 5700 Industrial Managed Ethernet SwitchesAllen-Bradley Stratix 8000 Modular Managed Ethernet SwitchesAll Versions 15.6(3)M1 and earlierAllen-Bradley Stratix 5900 Services RouterAll Versions 15.2(4)EA and earlierStratix 8300 Modular Managed Ethernet Switches,CVE-2017-6736; CVE-2017-6737; CVE-2017-6738; CVE-2017-6739; CVE-2017-6740; CVE-2017-6741; CVE-2017-6742; CVE-2017-6743; CVE-2017-6744,8.8,High,CWE-119,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
746,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-234-01,8/22/2017,No Updates,2017,ICSA-17-234-01,"Automated Logic Corporation WebCTRL, i-VU, SiteScan",Automated Logic Corporation,"WebCTRL, i-VU, SiteScan",The following versions of WebCTRL | i-Vu | SiteScan Web | building automation platforms are affected: ALC WebCTRL | i-Vu | SiteScan Web 6.5 and prior -LC WebCTRL | SiteScan Web 6.1 and prior -LC WebCTRL | i-Vu 6.0 and prior -LC WebCTRL | i-Vu | SiteScan Web 5.5 and prior and ALC WebCTRL | i-Vu | SiteScan Web 5.2 and prior.,CVE-2017-9644; CVE-2017-9640; CVE-2017-9650,8.3,High,CWE-22; CWE-428; CWE-434,Commercial Facilities,Worldwide,United States
745,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-234-02,8/22/2017,No Updates,2017,ICSA-17-234-02,SpiderControl SCADA MicroBrowser,SpiderControl,SCADA MicroBrowser,The following versions of SCADA MicroBrowser - software management platform are affected: SCADA MicroBrowser Versions 1.6.30.144 and prior.,CVE-2017-12707,7.3,High,CWE-121,Critical Manufacturing,Switzerland Europe,Switzerland
744,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-234-03,8/22/2017,No Updates,2017,ICSA-17-234-03,SpiderControl SCADA Web Server,SpiderControl,SCADA Web Server,The following versions of SpiderControl SCADA Web Server - software management platform are affected: SCADA Web Server,CVE-2017-12694,5.3,Medium,CWE-22,Critical Manufacturing,Switzerland Europe,Switzerland
743,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-229-01,8/17/2017,No Updates,2017,ICSMA-17-229-01,Philips' DoseWise Portal Vulnerabilities,Philips,DoseWise Portal Vulnerabilities,The following Philips DWP versions are affected: DoseWise Portal | Versions 1.1.7.333 and 2.1.1.3069,CVE-2017-9656; CVE-2017-9654,7.8,High,CWE-312; CWE-798,Healthcare and Public Health,Australia Japan Netherlands United States North America South America Asia Europe Africa Middle East,Netherlands
742,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-227-01,8/15/2017,No Updates,2017,ICSA-17-227-01,Advantech WebOP,Advantech,WebOP,Researchers report that all versions of Advantech WebOP operator panels are affected.,CVE-2017-12705,4.8,Medium,CWE-122,Critical Manufacturing,Taiwan North America Asia East Asia,Taiwan
741,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-227-01,8/15/2017,No Updates,2017,ICSMA-17-227-01,BMC Medical and 3B Medical Luna CPAP Machine,"BMC Medical, 3B Medical",Luna CPAP Machine,The following versions of the Luna CPAP Machine are affected: Luna CPAP Machine all devices released prior to July 1 | 2017.,CVE-2017-12701,4.6,Medium,CWE-20,Healthcare and Public Health,China United States,China; United States
740,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-222-01,8/10/2017,No Updates,2017,ICSA-17-222-01,SIMPlight SCADA Software,SIMPlight,SCADA Software,The following versions of SIMPlight SCADA software | software for building management systems and automated facilities are affected: SCADA Software version 4.3.0.27 and prior.,CVE-2017-9661,7,High,CWE-427,Chemical; Commercial Facilities; Critical Manufacturing; Defense Industrial Base; Energy; Food and Agriculture; Government Facilities; Healthcare and Public Health; Nuclear Reactors Materials and Waste,Unknown Russia,Russia
739,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-222-02,8/10/2017,No Updates,2017,ICSA-17-222-02,Solar Controls Heating Control Downloader (HCDownloader),Solar Controls,Heating Control Downloader (HCDownloader),The following versions of Solar Controls’ Heating Control Downloader (HCDownloader) are affected: HCDownloader | Version 1.0.1.15 and prior.,CVE-2017-9646,7.8,High,CWE-427,Energy,Czech Republic Unknown,Czech Republic
738,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-222-03,8/10/2017,No Updates,2017,ICSA-17-222-03,Solar Controls WATTConfig M Software,Solar Controls,WATTConfig M Software,The following versions of Solar Controls’ WATTConfig M Software for Windows 2.5.10 for M SSR/MAX PLCs are affected: WATTConfig M Software | Version 2.5.10.1 and prior.,CVE-2017-9648,7.8,High,CWE-427,Energy,Czech Republic Unknown,Czech Republic
737,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-222-04,8/10/2017,No Updates,2017,ICSA-17-222-04,Fuji Electric Monitouch V-SFT,Fuji Electric,Monitouch V-SFT,The following versions of Monitouch V-SFT - screen configuration software are affected: Monitouch V-SFT | versions prior to Version 5.4.43.0.,CVE-2017-9659; CVE-2017-9660; CVE-2017-9662,7.3,High,CWE-122; CWE-269; CWE-121,Critical Manufacturing; Energy,Worldwide,Japan
736,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-222-05,8/10/2017,No Updates,2017,ICSA-17-222-05,ABB SREA-01 and SREA-50,ABB,SREA-01 and SREA-50,ABB reports that the vulnerability affects the following SREA-01 and SREA-50 legacy remote monitoring tools and Ethernet adapters: SREA-01 revisions A | B | C: application versions up to 3.31.5 and SREA-50 revision A: application versions up to 3.32.8.,CVE-2017-9664,9.8,Critical,CWE-23,Critical Manufacturing; Energy,Worldwide,Switzerland
735,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-220-01,8/8/2017,No Updates,2017,ICSA-17-220-01,OSIsoft PI Integrator,OSIsoft,PI Integrator,The following versions of PI Integrator - data management platform are affected: PI Integrator for SAP HANA 2016 | PI Integrator for Business Analytics 2016 - Data Warehouse (All Editions) | PI Integrator for Business Analytics 2016 - Business Intelligence (All Editions) | PI Integrator for Business Analytics and SAP HANA SQL Utility 2016 and PI Integrator for Microsoft Azure 2016.,CVE-2017-9655; CVE-2017-9653,9.8,Critical,CWE-285; CWE-79,Multiple Critical Sectors,Worldwide,United States
734,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-220-02,8/8/2017,No Updates,2017,ICSA-17-220-02,Moxa SoftNVR-IA Live Viewer,Moxa,SoftNVR-IA Live Viewer,The following versions of SoftNVR-IA Live Viewer - video surveillance software designed for industrial automation systems are affected: SoftNVR-IA Live Viewer | Version 3.30.3122 and prior versions.,CVE-2017-5170,7.2,High,CWE-427,Critical Manufacturing; Energy; Transportation,Worldwide,Taiwan
733,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-215-01,8/3/2017,No Updates,2017,ICSA-17-215-01,Schneider Electric Pro-face GP-Pro EX,Schneider Electric,Pro-face GP-Pro EX,The following versions of Pro-face GP-Pro EX software an HMI management platform are affected: GP Pro EX version 4.07.000,CVE-2017-9961,7.2,High,CWE-427,Energy,Worldwide,France
732,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-215-01,8/3/2017,No Updates,2017,ICSMA-17-215-01,Siemens Molecular Imaging Vulnerabilities,Siemens,Molecular Imaging,Siemens reports that the vulnerability affects the following products: Siemens PET/CT Systems: All Windows XP-based versions | Siemens SPECT/CT Systems: All Windows XP-based versions | Siemens SPECT Systems: All Windows XP-based versions and Siemens SPECT Workplaces/Symbia.net: All Windows XP-based versions.,CVE-2008-4250; CVE-2017-7269,9.8,Critical,CWE-94; CWE-119,Healthcare and Public Health,Germany,Germany
731,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-215-02,8/3/2017,8/9/2017,2017,ICSMA-17-215-02,Siemens Molecular Imaging Vulnerabilities,Siemens,Molecular Imaging,Siemens reports that the vulnerabilities affect the following products: Siemens PET/CT Systems: All Windows 7-based versions | Siemens SPECT/CT Systems: All Windows 7-based versions | Siemens SPECT Systems: All Windows 7-based versions and Siemens SPECT Workplaces/Symbia.net: All Windows 7-based versions.,CVE-2015-1635; CVE-2015-1497; CVE-2015-7860; CVE-2015-7861,9.8,Critical,CWE-94; CWE-119; CWE-264,Healthcare and Public Health,Germany,Germany
730,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-213-01,8/1/2017,No Updates,2017,ICSA-17-213-01,Mitsubishi Electric Europe B.V. E-Designer,Mitsubishi Electric Europe B.V.,E-Designer,The following version of E-Designer - Mitsubishi Electric Europe B.V. product to program HMIs for E1000 products is affected: E-Designer | Version 7.52 Build 344.,CVE-2017-9638; CVE-2017-9636; CVE-2017-9634,9.8,Critical,CWE-122; CWE-787; CWE-121,Critical Manufacturing,Worldwide,Japan
729,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-213-02,8/1/2017,No Updates,2017,ICSA-17-213-02,Schneider Electric Trio TView,Schneider Electric,Trio TView,The following versions of Schneider Electric Trio TView - management and diagnostics software are affected: Trio TView Software | TBUMPROG-TVIEW | Version 3.27.0 and prior.,CVE-NA,10,Critical,CWE-NA,Energy,Worldwide,France
728,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-208-01,7/27/2017,No Updates,2017,ICSA-17-208-01,Continental AG Infineon S-Gold 2 (PMB 8876),Continental AG,Infineon S-Gold 2 (PMB 8876),All telematics control modules (TCUs) built by Continental AG that contain the S-Gold 2 (PMB 8876) cellular baseband chipset are affected. The S-Gold 2 (PMB 8876) is found in the following vehicles: BMW several models produced between 2009-2010 Ford - program to update 2G modems has been active since 2016 and impact is restricted to the limited number of P-HEV vehicles equipped with this older technology that remain in service.Infiniti 2013 JX35 Infiniti 2014-2016 QX60 Infiniti 2014-2016 QX60 Hybrid Infiniti 2014-2015 QX50 Infiniti 2014-2015 QX50 Hybrid Infiniti 2013 M37/M56 Infiniti 2014-2016 Q70 Infiniti 2014-2016 Q70L Infiniti 2015-2016 Q70 Hybrid Infiniti 2013 QX56 Infiniti 2014-2016 QX 80 Nissan 2011-2015 Leaf.,CVE-2017-9647; CVE-2017-9633,8.8,High,CWE-119; CWE-121,Transportation,Worldwide,Germany
727,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-208-02,7/27/2017,No Updates,2017,ICSA-17-208-02,Mirion Technologies Telemetry Enabled Devices,Mirion Technologies,Telemetry Enabled Devices,The following telemetry enabled devices are affected: DMC 3000 Transmitter Module | iPam Transmitter f/DMC 2000 | RDS-31 iTX and variants (incl. RSD31-AM Package) | DRM-1/2 and variants (incl. Solar PWR Package) | DRM and RDS Based Boundary Monitors | External Transmitters | Telepole II and MESH Repeater.,CVE-2017-9649; CVE-2017-9645; CVE-2017-9649; CVE-2017-9645,5,Medium,CWE-326; CWE-321,Nuclear Reactors Materials and Waste,United States and Europe,United States
726,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-208-03,7/27/2017,No Updates,2017,ICSA-17-208-03,"PDQ Manufacturing, Inc. LaserWash, Laser Jet and ProTouch","PDQ Manufacturing, Inc.","LaserWash, Laser Jet and ProTouch",The following versions of LaserWash | Laser Jet and ProTouch | in-bay automatic car wash systems are affected: LaserWash G5 and G5 S Series all versions | LaserWash M5 all versions | LaserWash 360 and 360 Plus all versions | LaserWash AutoXpress and AutoExpress Plus all versions | LaserJet all versions | ProTouch Tandem all versions | ProTouch ICON all versions and ProTouch AutoGloss all versions.,CVE-2017-9630; CVE-2017-9632,9.4,Critical,CWE-287; CWE-311,Commercial Facilities,Worldwide,United States
725,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-152-02,7/25/2017,No Updates,2017,ICSA-17-152-02,NXP i.MX Product Family,NXP Semiconductors,i.MX Product Family,The following i.MX Devices - used on logic boards are affected: Devices affected by the Stack Buffer Overflow vulnerability: i.MX 50 | i.MX 53 | i.MX 6ULL | i.MX 6UltraLite | i.MX 6SoloLite | i.MX 6Solo | i.MX 6DualLite | i.MX 6SoloX | i.MX 6Dual | i.MX 6Quad | i.MX 6DualPlus | i.MX 6QuadPlus | Vybrid VF3xx | Vybrid VF5xx and Vybrid VF6xxDevices Affected by the Improper Certificate Validation Vulnerability: i.MX 28i.MX 50 | i.MX 53 | i.MX 7Soloi.MX 7DualVybrid VF3xx | Vybrid VF5xx | Vybrid VF6xx | i.MX 6ULL | i.MX 6UltraLite | i.MX 6SoloLite | i.MX 6Solo | i.MX 6DualLite | i.MX 6SoloX | i.MX 6Dual | i.MX 6Quad | i.MX 6DualPlus and i.MX 6QuadPlus,CVE-2017-7936; CVE-2017-7932,6,Medium,CWE-295; CWE-121,Critical Manufacturing; Transportation,Worldwide,Netherlands
724,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-201-01,7/20/2017,No Updates,2017,ICSA-17-201-01,Schneider Electric PowerSCADA Anywhere and Citect Anywhere,Schneider Electric,PowerSCADA Anywhere and Citect Anywhere,Schneider Electric reports that the vulnerabilities affect the following versions of PowerSCADA Anywhere and Citect Anywhere mobile extensions: Version 1.0 of PowerSCADA Anywhere redistributed with PowerSCADA Expert v8.1 and PowerSCADA Expert v8.2 | Citect Anywhere version 1.0,CVE-2017-7969; CVE-2017-7970; CVE-2017-7971; CVE-2017-7972,8.1,High,CWE-352; CWE-200; CWE-146; CWE-298,Commercial Facilities,Worldwide,France
723,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-138-03,7/18/2017,No Updates,2017,ICSA-17-138-03,Rockwell Automation MicroLogix 1100 Controllers,Rockwell Automation,MicroLogix 1100 Controllers,The following versions of MicroLogix 1100 controllers are affected: 1763-L16BWA | 1763-L16AWA | 1763-L16BBB and 1763-L16DWD.,CVE-2017-7924,7.5,High,CWE-20,Critical Manufacturing; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,United States
722,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-194-01,7/13/2017,No Updates,2017,ICSA-17-194-01,Siemens SiPass integrated,Siemens,SiPass integrated,Siemens reports that the vulnerabilities affect the following SiPass integrated access control system: SiPass integrated: All versions prior to V2.70.,CVE-2017-9939; CVE-2017-9940; CVE-2017-9941; CVE-2017-9942,9.8,Critical,CWE-300; CWE-287; CWE-269; CWE-257,Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
721,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-194-03,7/13/2017,No Updates,2017,ICSA-17-194-03,Siemens SIMATIC Sm@rtClient Android App,Siemens,SIMATIC Sm@rtClient Android App,Siemens reports that the vulnerabilities affect the following SIMATIC Sm@rtClient Android apps for remote operation and monitoring of SIMATIC HMI systems: SIMATIC WinCC Sm@rtClient for Android: All versions prior to V1.0.2.2 | SIMATIC WinCC Sm@rtClient Lite for Android: All versions prior to V1.0.2.2. ,CVE-2017-6870; CVE-2017-6871,7.4,High,CWE-288; CWE-300,Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
720,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-01,7/11/2017,No Updates,2017,ICSA-17-192-01,Siemens SIMATIC Logon,Siemens,SIMATIC Logon,Siemens reports that the vulnerability affects the following SIMATIC Logon products: SIMATIC Logon: All versions prior to V1.6.,CVE-2017-9938,5.3,Medium,CWE-787,Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
719,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-02,7/11/2017,No Updates,2017,ICSA-17-192-02,Fuji Electric V-Server,Fuji Electric,V-Server,The following versions of V-Server - data collection and management service are affected: V-Server Version 3.3.22.0 and prior.,CVE-2017-9639,7.3,High,CWE-119,Critical Manufacturing,Worldwide,Japan
718,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-03,7/11/2017,7/18/2017,2017,ICSA-17-192-03,ABB VSN300 WiFi Logger Card,ABB,VSN300 WiFi Logger Card,The following versions of VSN300 WiFi Logger Card - device for solar system monitoring are affected: VSN300 WiFi Logger Card versions 1.8.15 and prior. VSN300 WiFi Logger Card for React versions 2.1.3 and prior.,CVE-2017-7920; CVE-2017-7916,7.5,High,CWE-287; CWE-264,Energy,Worldwide,Switzerland
717,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-04,7/11/2017,No Updates,2017,ICSA-17-192-04,OSIsoft PI Coresight,OSIsoft,PI Coresight,OSIsoft reports that the vulnerability affects the following PI Coresight products: PI Coresight 2016 R2 and earlier versions.,CVE-2017-9641,7.1,High,CWE-352,Multiple Critical Sectors,Worldwide,United States
716,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-05,7/11/2017,No Updates,2017,ICSA-17-192-05,OSIsoft PI ProcessBook and PI ActiveView,OSIsoft,PI ProcessBook and PI ActiveView,OSIsoft reports that the vulnerability affects the following PI products: PI ProcessBook 2015 R2 (3.6.0) and earlier and PI ActiveView 2015 R2 (3.6.0) and earlier.,CVE-NA,9.9,Critical,CWE-NA,Multiple Critical Sectors,Worldwide,United States
715,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-192-06,7/11/2017,3/14/2018,2017,ICSA-17-192-06,"Schweitzer Engineering Laboratories, Inc. SEL-3620 and SEL-3622",Schweitzer Engineering Laboratories,SEL-3620 and SEL-3622,The following versions of SEL-3620 and SEL-3622 an Ethernet Security Gateway are affected: Security Gateway Versions R202 and | R203 | R203-V1 | R203-V2 and | R204 | R204-V1.,CVE-2017-7928,7.2,High,CWE-284,Energy,Worldwide,United States
714,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-187-01,7/6/2017,No Updates,2017,ICSA-17-187-01,Siemens OZW672 and OZW772,Siemens,OZW672 and OZW772,Siemens reports that the vulnerability affects the following OZW672 and OZW772 devices for monitoring building controller devices: OZW672: All versions and OZW772: All versions.,CVE-2017-6872; CVE-2017-6873,7.4,High,CWE-306,Commercial Facilities,Worldwide,Germany
713,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-187-02,7/6/2017,No Updates,2017,ICSA-17-187-02,Siemens Reyrolle,Siemens,Reyrolle,Siemens reports that the vulnerabilities affect the following Reyrolle integration | control | measurement and automation products: EN100 Ethernet modules as optional for Reyrolle: All versions prior to V4.29.01.,CVE-2016-4784; CVE-2016-4785; CVE-2016-7112; CVE-2016-7113; CVE-2016-7114,7.5,High,CWE-287; CWE-20; CWE-862,Energy,Worldwide,Germany
712,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-187-03F,7/6/2017,3/20/2018,2017,ICSA-17-187-03F,Siemens SIPROTEC 4 and SIPROTEC Compact (Update F),Siemens,SIPROTEC 4 and SIPROTEC Compact,Siemens reports that the vulnerabilities affect the following SIPROTEC 4 and SIPROTEC Compact protection | control | measurement and automation devices: Firmware variants for EN100 Ethernet modules as options for SIPROTEC 4 and SIPROTEC Compact: Firmware variant PROFINET IO: All versions prior to V1.04.01 | Firmware variant Modbus TCP: All versions prior to V1.11.00 | Firmware variant DNP3 TCP: All versions prior to V1.03 and Firmware variant IEC 104: All versions prior to V1.21EN100 Ethernet module included in SIPROTEC Merging Unit 6MU80: All firmware versions prior to V1.02.02SIPROTEC 7SJ686: All versions prior to V4.87 | SIPROTEC 7UT686: All versions prior to V4.02 | SIPROTEC 7SD686: All versions prior V4.05 | SIPROTEC 7SJ66: All versions prior to V4.30Please note that not all of the devices above are affected by all of these vulnerabilities. Please see Siemens Security Advisory SSA-323211 for more detailed information.,CVE-2015-5374; CVE-2016-4784; CVE-2016-4785; CVE-2016-7112; CVE-2016-7113; CVE-2016-7114,8.6,High,CWE-287; CWE-20; CWE-862,Energy,Worldwide,Germany
711,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-187-04,7/6/2017,No Updates,2017,ICSA-17-187-04,Schneider Electric Wonderware ArchestrA Logger,Schneider Electric,Wonderware ArchestrA Logger,Schneider Electric reports that the following versions of Wonderware ArchestrA Logger - logging software are affected: Wonderware ArchestrA Logger | versions 2017.426.2307.1 and prior.,CVE-2017-9629; CVE-2017-9627; CVE-2017-9631,9.8,Critical,CWE-476; CWE-121; CWE-400,Critical Manufacturing; Dams; Defense Industrial Base; Energy; Food and Agriculture;Government Facilities; Nuclear Reactors Materials and Waste; Transportation; Water and Wastewater,Worldwide,France
