icsad_ID,hyperlink,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
107,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-102-04,4/11/2012,5/8/2013,2012,ICSA-12-102-04,Siemens Scalance X Buffer Overflow Vulnerability,Siemens,Scalance X,Scalance X414-3E Scalance X308-2M Scalance X-300EEC Scalance XR-300 Scalance X-300,CVE-2012-1802,7.8,High,CWE-119,Chemical; Critical Manufacturing; Communications; Dams; Defense Industrial Base; Energy; Food and Agriculture; Government Facilities; Transportation; Water and Wastewater,Worldwide,Germany
106,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-088-01A,4/6/2012,9/6/2018,2012,ICSA-12-088-01A,Rockwell Automation FactoryTalk RNADiagReceiver (UPDATE A),Rockwell Automation,FactoryTalk RNADiagReceiver,Allen-Bradley RSLogix 5000 (versions 17 18 19 20) Factory Talk (CPR9 up to and including CPR9 SR5) FT Directory FT Alarms & Events FT View SE FT Diagnostics FT Live Data FT Server Health,CVE-2012-0221; CVE-2012-0222,5,Medium,CWE-125; CWE-389,Multiple Critical Sectors,Worldwide,United States
105,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-062-01,4/2/2012,5/1/2013,2012,ICSA-12-062-01,Wonderware Information Server Multiple Vulnerabilities,Invensys,Wonderware Information Server,Wonderware Information Server versions 4.0 SP1 and 4.5--Portal 4.0 SP1 and 4.5--Client.The following Invensys Wonderware Historian Client version is affected: Only Wonderware Historian Client versions installed on the same node as the Wonderware Information Server Portal or Client are subject to these vulnerabilities.,CVE-2012-0225; CVE-2012-0226; CVE-2012-0228,8.1,High,CWE-89; CWE-264,Chemical; Energy; Water and Wastewater,Worldwide,United States
104,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-081-01,3/30/2012,5/1/2013,2012,ICSA-12-081-01,Wonderware System Platform Buffer Overflows,Invensys,Wonderware System Platform,Wonderware Application Server 2012 and all prior versions Foxboro Control Software Version 3.1 and all prior versions InFusion CE/FE/SCADA 2.5 and all prior versions Wonderware Information Server 4.5 and all prior versions ArchestrA Application Object Toolkit 3.2 and all prior versions InTouch 10.0 to 10.5 only (earlier versions of InTouch are not affected). NOTE: The Wonderware Historian is part of the System Platform but is not affected by this Security Update.,CVE-2012-0257; CVE-2012-0258,6,Medium,CWE-122,Critical Manufacturing,Worldwide,United States
103,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-083-01,3/23/2012,9/6/2018,2012,ICSA-12-083-01,Ecava IntegraXor ActiveX Directory Traversal,Ecava,IntegraXor ActiveX,IntegraXor versions older than Version 3.71.4200,CVE-2012-0246,4.3,Medium,CWE-22,Critical Manufacturing,Australia Canada Estonia United Kingdom Malaysia Poland United States,Malaysia
102,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-079-01,3/19/2012,5/1/2013,2012,ICSA-12-079-01,Microsoft Remote Desktop Protocol Memory Corruption Vulnerability,Microsoft,Remote Desktop Protocol,For a list of all affected Microsoft products visit the Microsoft Security Bulletin.,CVE-2012-0002,10,High,CWE-94,Multiple Critical Sectors,Worldwide,United States
101,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-032-03,3/13/2012,4/22/2013,2012,ICSA-12-032-03,GE Intelligent Platforms Proficy Real-Time Information Portal Directory Traversal,GE,Intelligent Piatform Real-Time Portal Directory,Proficy Real-Time Information Portal Versions: 3.53.0 SP13.02.6. Note: Proficy Real-Time Information Portal Versions 2.5 and prior are not affected by this vulnerability.,CVE-2012-0232,6.4,Medium,CWE-22,Multiple Critical Sectors,Worldwide,United States
100,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-032-01,3/13/2012,4/30/2013,2012,ICSA-12-032-01,GE Proficy Historian ihDataArchiver,GE,Proficy Historian ihDataArchiver,Proficy Historian: Versions 4.5 and prior Proficy HMI/SCADA–CIMPLICITY: Version 8.2 (with Proficy Historian 4.5 or prior installed) Proficy HMI/SCADA–iFIX: Versions 5.5. 5.0. and 5.1 (with Proficy Historian 4.5 or prior installed). Note: Proficy Pulse is not affected by the vulnerability described in this advisory.,CVE-2012-0229,10,High,CWE-119,Multiple Critical Sectors,Worldwide,United States
99,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-032-02,3/13/2012,8/28/2013,2012,ICSA-12-032-02,GE Intelligent Platforms Proficy Plant Applications Memory Corruption Vulnerabilities,GE,Intelligent Platform Proficy Plant Application,Proficy Plant Applications: Versions 5.0 and prior.,CVE-2012-0230; CVE-2012-0231,10,High,CWE-119,Multiple Critical Sectors,Worldwide,United States
98,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-059-01,2/27/2012,5/8/2013,2012,ICSA-12-059-01,ABB Robot Communications Runtime Buffer Overflow,ABB,Robot Communications,ABB Interlink Module: Versions 4.6 through 4.9 IRC5 OPC Server: Versions up to and including 5.14.01PC SDK: Versions up to and including 5.14.01 PickMaster 3: Versions up to and including 3.3 PickMaster 5: Versions up to and including 5.13 Robot Communications Runtime: Versions up to and including 5.14.01 RobotStudio: Versions supporting IRC5 up to and including 5.14.01 RobView 5: Works together with other products listed here. WebWare SDK: Versions 4.6 through 4.9 WebWare Server: Versions 4.6 through 4.91,CVE-2012-0245,10,High,CWE-119,Critical Manufacturing,Worldwide,Switzerland
97,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-025-02A,2/19/2012,5/8/2013,2012,ICSA-12-025-02A,7-Technologies Termis DLL Hijacking (Update A),7-Technologies,Termis,TERMIS V2.10 dated November 30 2011 and any previous version.,CVE-2012-0223,9.3,High,CWE-427,Energy,Denmark United States Asia Europe,Denmark
96,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-047-01A,2/17/2012,8/27/2018,2012,ICSA-12-047-01A,Advantech WebAccess Vulnerabilities (UPDATE A),Advantech,WebAccess,All versions of Advantech/BroadWin WebAccess prior to applying the patch (V7.0) listed in the mitigations below,CVE-2012-0233; CVE-2012-0234; CVE-2012-0235; CVE-2012-0236; CVE-2012-0237; CVE-2012-0238; CVE-2012-0239; CVE-2012-0240; CVE-2011-4526; CVE-2011-4524; CVE-2011-4525; CVE-2011-4521; CVE-2011-4522; CVE-2011-4523; CVE-2012-0241; CVE-2012-0242; CVE-2012-0243; CVE-2012-0244,7.4,High,CWE-79; CWE-89; CWE-352; CWE-119; CWE-134; CWE-200; CWE-287,Energy,North America Asia North Africa Africa Middle East,Taiwan
95,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-039-01,2/8/2012,5/1/2013,2012,ICSA-12-039-01,Invensys Wonderware HMI Reports XSS and Write Access Violation Vulnerabilities,Invensys,Wonderware HMI,Wonderware HMI Reports 3.42.835.0304 and prior.,CVE-2011-4039,9.3,High,CWE-79; CWE-264,Commercial Facilities; Energy; oil and gas; Government Facilities; Healthcare and Public Health; Water and Wastewater,Worldwide,United States
94,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-013-01,2/6/2012,6/2/2014,2012,ICSA-12-013-01,ING. Punzenberger COPA-DATA GMBH DoS Vulnerabilities,COPA-DATA,GMBH,Ing. Punzenberger COPA-DATA GmbH zenon 6.51 SP0.,CVE-2011-4533; CVE-2011-4534,7.5,High,CWE-NA,Pharmaceutical; Energy,Austria Germany Spain France United Kingdom Italy Korea Portugal Sweden United States Eastern Europe,Austria
93,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-012-01A,1/25/2012,9/6/2018,2012,ICSA-12-012-01A,Open Automation Software OPC Systems.NET Vulnerability (Update A),Open Automation Software,OPC Systems.NET,All versions of OPC Sytems. NET prior to Version 5.0 are affected.,CVE-2011-4871; CVE-2012-0227,7.2,High,CWE-20,Energy; Information Technology; Water and Wastewater,United States,United States
92,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-024-01,1/24/2012,4/23/2013,2012,ICSA-12-024-01,Ocean Data Systems Dream Reports XSS and Write Access Violation Vulnerabilities,Ocean Data,Systems Dream,Dream Reports versions prior to Version 4.0,CVE-2011-4038; CVE-2011-4039,6.8,Medium,CWE-79; CWE-264,Commercial Facilities; Energy; oil and gas; Government Facilities; Healthcare and Public Health; Water and Wastewater,Germany France United Kingdom Israel Switzerland United States,France
91,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-024-02,1/23/2012,9/6/2018,2012,ICSA-12-024-02,MICROSYS PROMOTIC Vulnerabilities,MICROSYS,PROMOTIC,PROMOTIC versions prior to Version 8.1.5.,CVE-2011-4518; CVE-2011-4519; CVE-2011-4520,4.5,Medium,CWE-22; CWE-119,Energy; Water and Wastewater,Bulgaria Hungary Poland Romania Serbia Slovenia,Czech Republic
90,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-018-02,1/17/2012,8/22/2018,2012,ICSA-12-018-02,Certec Atvise Server Remote DOS,Certec EDV GmbH,Atvise Server,Atvise versions older than Version 2.1 are affected,CVE-2011-4873,5,Medium,CWE-NA,Multiple Critical Sectors,Austria,Austria
89,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-016-01,1/15/2012,4/17/2013,2012,ICSA-12-016-01,Cogent DataHub XSS and CRLF,Cogent Real-Time Systems Inc,DataHub,Cogent DataHub Version 7.1.2 and earlier OPC DataHub Version 6.4.20 and earlier Cascade DataHub Version 6.4.20 and earlier.,CVE-2012-0309; CVE-2012-0310,4.3,Medium,CWE-94; CWE-79,Chemical,Canada United Kingdom Taiwan United States,Canada
88,https://www.cisa.gov/uscert/ics/advisories/ICSA-11-353-01,1/15/2012,4/18/2013,2012,ICSA-11-353-01,7-Technologies Interactive Graphical SCADA,7-Technologies,Interactive Graphical SCADA,All versions prior to V9.0.0.11291,CVE-2011-4053,9.3,High,CWE-426,Critical Manufacturing; Energy; oil and gas,Denmark United States Asia Europe,Denmark
87,https://www.cisa.gov/uscert/ics/advisories/ICSA-12-006-01,1/5/2012,9/6/2018,2012,ICSA-12-006-01,3S CoDeSys Vulnerabilities,3S-Smart Software Solutions,CoDeSys,Version 2.3; Version 3.4.,CVE-2011-5008; CVE-2011-5007; CVE-2011-5009; CVE-2011-5007,7.5,High,CWE-119; CWE-189,Critical Manufacturing,Worldwide,Germany
86,https://www.cisa.gov/uscert/ics/advisories/ICSA-11-343-01,1/3/2012,5/8/2013,2012,ICSA-11-343-01,Siemens FactoryLink Multiple ActiveX Vulnerabilities,Siemens,FactoryLink,Siemens Tecnomatix FactoryLink versions V8.0.2.54V7.5.217 (V7.5 SP2)V6.6 ,CVE-2011-4055; CVE-2011-4056,7.5,High,CWE-119,Chemical; Commercial Facilities; Energy; oil and gas; Food and Agriculture; Government Facilities,Taiwan,Germany
85,https://www.cisa.gov/uscert/ics/advisories/ICSA-11-332-01A,1/1/2012,9/6/2018,2012,ICSA-11-332-01A,Wonderware InBatch ActiveX Vulnerabilities (Update A),Invensys,Wonderware,"Invensys Wonderware InBatch versions 8.1 SP1, 9.0 SP2, and 9.5--InBatch Server and Runtime Clients9.0 and 9.0 SP1.The affected components exist in a variety of Wonderware products including InTouch and Information Server browser clients that have downloaded converted windows that contain these controls.According to Invensys, I/A Series Batch 8.1 SP1 and Wonderware InBatch 9.5 SP1 and higher are not affected by these vulnerabilities.",CVE-2011-4870,6.8,Medium,CWE-119,Chemical; Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
